renters,description
SinarGrosir,"Lampu dengan 3 mode pencahayaan, Headlamp ini berbentuk mini dan dapat di ikatkan di kepala Anda, membantu penelusuran di tempat gelap, dan perjalanan di malam hari.Fitur COB LED Headlamp ini menggunakan LED COB yang dapat menghasilkan cahaya terang dan soft. 3 Mode Cahaya Terdapat 3 mode pencahayaan lampu yang dapat Anda gunakan untuk menerangi perjalanan Anda dimalam hari atau di tempat gelap. Adjustable Headstrap Ikatan kepala dari Headlamp LED flashlight ini dapat diatur menyesuaikan dengan bentuk kepala Anda. Isi Ulang Menggunakan USB Senter LED ini hanya menggunakan baterai isi ulang sehingga sangat hemat energy dan diisi ulang hanya dengan mencolok kabel USB pada body senter. Waterproof IPX4 Senter kepala ini anti air, Anda dapat menggunakannya di daerah yang lembab ataupun ketika hujan. Kelengkapan Produk 1 x Pocketman Senter LED Kepala Headlamp USB Rechargeable Waterproof COB 800 Lumens - TM-G14 Spesifikasi Pocketman Senter LED Kepala Headlamp Waterproof COB 800Lumens - TM-G14 Tipe LED : COB Lumens : 800 Lumens Kapasitas Baterai : Built-in Lithium Battery 1200mAh Material : ABS Dimensi : 14 x 2 x 4.7 cm"
Mel-V828,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
SinarGrosir,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
EVOLUTION 21,"Senter Kepala LED Headlamp Outdoor LED XPE+2 x COB Cool White Tipe Baterai : 1 x 18650 Top Tip ( Baterai Tidak Termasuk ) Ready Stock Siap Kirim Dalam & Luar Kota Siap Kirim Gosend / Grab Kami Juga Menjual Baterai Tipe 18650 Button Top Di Bawah Link Ini : https://www.tokopedia.com/evolution21/trustfire-baterai-18650-protection-6000mah-3-7v-button-top-brc18650 https://www.tokopedia.com/evolution21/baterai-li-ion-18650-6000mah-3-7v-button-top-trustfire-brc18650 https://www.tokopedia.com/evolution21/baterai-18650-button-top-rechargeable-3-7-v-3000-mah-doublepow https://www.tokopedia.com/evolution21/baterai-18650-button-top-rechargeable-li-ion-battery-3-7-varicore Kami Juga Menjual Desktop Charger Baterai di Bawah Link ini : https://www.tokopedia.com/evolution21/charger-baterai-2-dan-4-slot-18650-26650-hong-dong-hd-999a-ms-404a Guna menghasilkan cahaya yang sangat terang terutama pada kondisi gelap saat hiking maupun caving, senter ini menggunakan LED XPE dan 2 x COB dengan tingkat kecerahan yang sangat tinggi. Ditenagai Baterai 18650 Agar dapat menyala dengan baik senter ini ditenagai menggunakan baterai 18650 dengan tipe top tip. Dapat Diisi Ulang Anda dapat mengisi daya baterai 18650 yang terpasang pada senter secara langsung menggunakan USB tanpa perlu mencabut baterai, karena tersedia port untuk pengisian ulang daya. Untuk dapat mengisi ulang daya baterai langsung dari senternya, pastikan bahwa baterai yang Anda gunakan merupakan baterai rechargeable. Ketahanan yang Luar Biasa Terbuat dari material plastik ABS yang memiliki fitur anti slip, tahan aus dan anti air. Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x LELITEN Senter Kepala Headlamp Outdoor LED XPE+2xCOB Cool White - NF-611 1 x Tali Kepala 1 x Kabel Micro USB Spesifikasi Tipe LED : XPE dan 2 x COB Temperatur Warna : 5500 K, Cool White Tipe Baterai : 1 x 18650 Button Top ( Baterai Tidak Termasuk ) Material	: Plastik ABS Dimensi : 75 x 45 x 40 mm"
Surya Lighting Official store,"Surya SYH L155C Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 15W dengan jarak sorot yang tajam hingga 100 meter. *Tahan terhadap guyuran air hujan sehingga dapat digunakan untuk pemakaian outdoor. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Pengecasan menggunakan kabel micro USB yang lebih praktis. *Tipe LED: LED Super *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 2000mAh *Lama Penggunaan: 15 Jam *Waktu Pengecasan: 5 Jam *Bahan Produk: ABS *Diameter Lampu: 50mm *Dimensi Lampu: 80 x 72.5 x 50 mm *Aksesoris: Kabel Micro USB & Karet Ikat Kepala	 *Aplikasi :Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
TriMeow,"Selamat datang di Trimeow Tempat berbagai macam perlengkapan rumah tangga terlengkap di jakarta Barang Ready ya ka. Produk : Senter Lampu Kepala LED Headlamp Battery Lithium -Kualitas bahan bagus -Tahan air -Harga terjangkau -Packing aman dengan kotak -Warna cahaya putih / kuning -Tingkat terang cahaya dengan 2 step ( terang sedang dan terang sekali ) Spesifikasi 20 watt : - Warna cahaya : putih / kuning - BateraiI : lithium 1400mah - Dapat menyala hingga 30 jam - Tingkat terang cahaya dengan 2 step  ( terang sedang dan terang sekali ) - Termasuk charger dan tali kepala Spesifikasi 50 watt : - Warna cahaya : putih / kuning - Ukuran : 5,5cm x 6,5cm  x 4,5cm - Baterai : lithium 2600mah - Dapat menyala hingga 30 jam - Tingkat terang cahaya dengan 2 step  ( terang sedang dan terang sekali ) - Termasuk charger dan tali kepala Isi dalam box : - 1 Unit headlamp - 1 Unit charger - 1 Set ban untuk pengikat di kepala - Kalau beli yang bonus bohlam maka dapat bohlam* Untuk awal pemakaian, mohon di charger dahulu sekitar 8-10 jam. NOTE : Jika ingin lebih aman dalam pengiriman disarankan untuk menambahkan ekstra bubble, karena jika produk pecah, penyok,dll, jika tidak dengan ekstra bubble maka kami tidak tanggung !! Link ekstra bubble : https://www.tokopedia.com/trimeow/extra-bubble-wrap-tambahan-agar-paket-lebih-aman 📣 Waktu Terakhir Pesanan : ✅ Senin s/d Sabtu : Batas Order Max Jam 4 Sore. ✅ Khusus Grab / Gosend (Pengiriman Instant) Max Jam 2 Sore ✅ Hari Minggu Dan Tanggal Merah Toko Tutup / Libur. ✅ Jika Order Diluar Waktu Diatas, Dikirim Hari Esoknya. Terimakasih."
Back to climbing,"Lampu depan PIXA 3 kokoh dan serbaguna. Multi-beam beradaptasi dengan semua situasi: kerja jarak dekat, gerakan, dan penglihatan jarak jauh. Teknologi PENCAHAYAAN KONSTAN: kecerahan tidak berkurang secara bertahap karena baterai terkuras. Ini memenuhi persyaratan sertifikasi zona ATEX 2/22 (II 3 GD Ex nA ic IIB T4 Gc tc IIIC T135 °C Dc) untuk bekerja di lingkungan yang mudah meledak. Description : * Headlamp keeps hands free for work and can be: - worn on the head with the headband - attached to the helmet with a mounting plate (included) - placed on the ground * CONSTANT LIGHTING technology ensures brightness that does not gradually decrease as the battery drains * Several lighting modes adapt to each situation: - a mode adapted for close-range work: uniform flood beam - a mode adapted for movement: mixed beam with focused component allows user to move around comfortably - a mode adapted for long-range vision: focused beam * Lighting for professionals that is reliable, practical and durable: - automatically switches to reserve mode when batteries are almost drained (signaled by blinking light and red indicator) - rotating knob that is ergonomic, even with gloves - storage position helps protect the headlamp lens and prevents inadvertently turning it on - may be used in explosive environments - excellent resistance to falls (2 m), impacts, and crushing (80 kg) - comfortable and washable elastic headband - resistant to chemicals * ATEX zone 2/22 (II 3 GD Ex nA ic IIB T4 Gc tc IIIC T135°C Dc) certified headlamp Specifications : - Weight: 160 g - Technology: CONSTANT LIGHTING - Beam pattern: flood, mixed or focused - Energy: 2 AA/LR06 batteries (included) - Battery compatibility: rechargeable Ni-MH and lithium - Watertightness: IP67 (waterproof to -1 meter for 30 minutes; no maintenance required after immersion)"
UNITED JAYA,"-Baterai 18650 bagus dan murah menbuat pemakaian jadi berjam2  https://www.tokopedia.com/uni/batrei-isi-ulang-cas-18650-3-7-v-biru Headlamp LED Cree XML-T6 HD-LD T11 ISI DIDALAM PAKET : 1 Buah Senter Kepala / Headlamp XML-T6 HD 1 Buah Charger Colok 2 Buah Baterai 18650 (Recharger/Dapat di cas) Merk Baterai Random tergantung stok Informasi Produk High Power Headlamp LED Cree XML-T6 - HD-LD Headlamp dengan strap flexible yang muat berbagai ukuran kepala. LED senter menggunakan Cree yang dapat menghasilkan cahaya sangat terang. Headlamp tetap nyaman digunakan dalam sesi penggunaan yang lama. Features Cree LED Headlamp ini menggunakan Cree yang dapat menghasilkan cahaya terang dan lifetime LED yang sangat lama. 90 Degree Rotation Headlamp dapat digerakkan keatas bawah hingga 90 derajat sehingga jangkauan cahaya semakin besar. Comfortable Straps Strap pada kepala terbuat dari bahan kain yang halus dan kuat. Sehingga kepala Anda tidak sakit namun tetap kuat menahan beban lampu saat Anda sedang bergerak. Aero Grade Aluminum Body Seluruh badan senter dibuat dengan bahan aero grade aluminum yang membuat senter LED ini memiliki cooling sistem yang lebih dingin dibanding senter lain. Package Contents 1 x High Power Headlamp LED Cree Spesifikasi High Power Headlamp LED Cree XML-T6 - HD-LD Tipe LED Cree XML-T6 Tipe Baterai 2 X 18650 Material Aircraft Grade Aluminum Alloy coated Mineral Glass Dimensi Diameter kepala senter: 35 mm PENTING UNTUK DIBACA!! Jika pemesanan sudah tiba mohon dapat membuat video unboxing dan foto packing pada saat pemesanan diterima. Video unboxing dan foto packing tersebut kami butuhkan untuk proses investigasi lebih lanjut apabila produk yang diterima dalam keadaan rusak, kurang dll. Jika tidak ada video unboxing dan foto packing maka, untuk kendala kerusakan dan kurang produk yang pembeli terima, tidak dapat kami proses lebih lanjut."
Lampu LED Store,"Lampu senter kepala yang memiliki tampilan cahaya 230 derajat tanpa sudut mati di depan. Super terang karena memiliki visi yang penuh dan cocok banget untuk bersepeda, jogging malam, berkemah, atapun kegiatan luar lainnya. Mau punya senter kepala yang keren, pintar, modern tapi simple?  Bisa banget pilih Smart Sensor Headlamp ini... Memiliki sensor induksi di samping, jadi dengan menggerakan tangan dengan jarak 15 cm aja lampu langsung nyala.   5 Mode Pencahayaan: 》COB Terang 》COB Redup 》XPE Terang 》XPE Redup 》Kedap-Kedip Spesifikasi: Bahan: ABS Warna: Hitam Daya: 10W Kapasitas Baterai: 1200mAh baterai lithium Tahan Air: IPX4 Tipe Lampu: COB & XPE Area Iradiasi: ≥ 50 meter persegi Metode Pengisian Daya: USB Waktu Pengecasan: 4 jam Waktu Pemakaian: 3 - 8 jam Ukuran: 100 x 55 x 35 mm Isi Kemasan: 1 x Smart Sensor Headlamp 1 x Kabel USB"
Surya Lighting Official store,"Surya SYH L255R Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 25W dengan diameter reflektor yang besar, sehingga cahaya yang di hasilkan sangat terang dengan jarak sorot yang jauh hingga 200 meter. *Tahan terhadap guyuran air hujan sehingga dapat digunakan untuk pemakaian outdoor. *Menggunakan 2pcs baterai yang berkualitas Lithium 3.7V dengan total kapasitas 4200mAh, sehingga mampu menyala lebih lama hingga 16 jam. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor.  *Tipe LED: LED Super *Warna LED: Putih *Baterai: 2pcs Lithium 18650 *Kapasitas: 2x 3.7V 2100mAh *Lama Penggunaan: 16 Jam *Waktu Pengecasan: 8 Jam *Bahan Produk: ABS *Diameter Lampu: 93mm *Dimensi Lampu: 95 x 95 x 105 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Fungsi Tambahan: Dimmer, Blitz & SOS -Dimmer, dapat mengatur tingkat cahaya sesuai dengan kebutuhan anda. -Blitz, bisa di gunakan pada saat berburu. *Aplikasi :Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Adlr,"Senter kepala LED Cree dan lampu COB yang bisa dijadikan lampu penerangan / lampu emergency. Senter kepala dengan sistem Rechargeable dan super terang, cocok untuk Anda yang suka beraktivitas di luar rumah seperti hiking, camping, memancing,dll. Terdapat magnet pada body senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil atau ditempel pada permukaan besi lainnya. Spesifikasi : Material : ABS Input Voltage : DC 6V-12V Lighting Period : 6 Hours Light Source : XPE + COB LED Charging : Micro USB Charging Power Source : Built-in 18650 Battery Feature : Magnetic/Adjust The Brightness Colour : Black Fitur : ⍟ Rechargeable + Magnet ⍟ Lampu LED system ⍟ Input Voltage : DC 6V-12V ⍟ Lighting Period : 6 Hours ⍟ Light Source : XPE + COB LED ⍟ Charging : Micro USB Charging ⍟ Power Source : Built-in 18650 Batteryi Informasi produk ⍟ berat : 83.8 gram ⍟ bahan :  ABS ⍟ ukuran : 8.8x5.2x6.3cm ✅ garansi 100% uang kembali jika produk diterima rusak atau tidak sesuai foto ✅ packing aman dan rapi ✅ proses pengiriman super cepet! ✅ pengecekan produk sebelum dikirim Happy shopping :)"
Power Tools Makassar,"Color LED : Putih Material : ABS - Waterproof ( Anti Air ) -. Senter Kepala Led Cree dan Lampu COB. Super Terang. -. Rechargeable -. Lampu COB Bisa dijadikan lampu penerangan / Emergency. -. Terdapat Magnet pada Body Senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil.. atau ditempel pada permukaan besi lainnya. -. Dilengkapi Kabel Colok Micro USB. -. Tali Strap yang Berkualitas. -. Tombol ON/OFF disamping dan di Buka Penutupnya untuk pengecasan. -. Cocok untuk Bersepeda, Memancing, Camping, Hiking, Berlayar, Maupun Peralatan Proyek pada Helm Proyek"
Alvariko,"Senter kepala LED Cree dan lampu COB yang bisa dijadikan lampu penerangan / lampu emergency. Senter kepala dengan sistem Rechargeable dan super terang, cocok untuk Anda yang suka beraktivitas di luar rumah seperti hiking, camping, memancing,dll. Terdapat magnet pada body senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil atau ditempel pada permukaan besi lainnya. Spesifikasi : Material : ABS Input Voltage : DC 6V-12V Lighting Period : 6 Hours Light Source : XPE + COB LED Charging : Micro USB Charging Power Source : Built-in 18650 Battery Feature : Magnetic/Adjust The Brightness Colour : Black Fitur : ⍟ Rechargeable + Magnet ⍟ Lampu LED system ⍟ Input Voltage : DC 6V-12V ⍟ Lighting Period : 6 Hours ⍟ Light Source : XPE + COB LED ⍟ Charging : Micro USB Charging ⍟ Power Source : Built-in 18650 Batteryi Informasi produk ⍟ berat : 83.8 gram ⍟ bahan :  ABS ⍟ ukuran : 8.8x5.2x6.3cm ✅ garansi 100% uang kembali jika produk diterima rusak atau tidak sesuai foto ✅ packing aman dan rapi ✅ proses pengiriman super cepet! ✅ pengecekan produk sebelum dikirim Happy shopping :)"
AnD tehnik,"SENTER KEPALA SUPER LED RECHARGEABLE BESTLIFT HT-111 senter kepala dengan Super LED sehingga lebih awet digunakan. Batterai dapat diisi ulang ( rechargeable ). merek : BESTLIFE HT111 daya tahan baterai : 5 jam kapasitas baterai : 1200 mAh kapasitas SUPER LED : 10 watt mendapat extra 1pc lensa warna kuning apabila menggunakan senter kepala untuk pekerjaan waktu malam hari. Dan kedua lensa anti kabut ( anti-FOG ) mendapat 1 pc bohlam DC lampu LED, yang dapat digunakan sebagai lampu darurat / lampu emergency. mode nyala lampu senter : terang - redup - SOS kualitas lebih baik dibandingkan merek lain dengan model sejenis dengan harga murah yang beredar di pasaran. Perbedaan pada kualitas bahan pembuatan dan lampu LED yang digunakan. petunjuk penggunaan :  * untuk penggunaan pertama harap mengisi ulang baterai sebelum digunakan. * pengisian ulang baterai jangan melebihi 20 jam ( dianjuran 7-20jam ) * perhatikan untuk mengencangkan tali kepala karena akan mempengaruhi efek tahan air * jika lama tidak digunakan, harap mengisi ulang daya baterai setiap 2 s/d 3 bulan."
SinarBintangJayaa,"HEAD LIGHT Merk : CAHAYA Isi Box:  - 1x Senter Kepala  - 1x Charger  - 1x Tali Kepala ---------------------------------------------------- Petunjuk Penggunaan : 1. Untuk pengisian baterai, sambungkan ke stop kontak AC 90-240V/50-60Hz. Pengisian baterai penuh 8 jam. Lama pengisian maksimal 10 jam. 2. Putar saklar pada bagian atas untuk menyalakan lampu, putar searah jarum jam untuk menerangkan lampu, atau sebaliknya untuk meredupkan lampu. Perhatian: 1. Untuk ketahanan baterai, lakukan pengisian sat cahaya mulai redup. 2. Jangan menyinari mata secara langsung. 3. Jangan menggunakan lampu pada saat pengisian, karena dapat merusak komponen lampu. 4. Lakukan pengisian berkala setiap 2 bulan sekali. 5. Harap ikuti petunjuk pemakaian dengan benar. ---------------------------------------------------- Tipe: CA-3008K 20W 1LED CA-3008K adalah lampu dean utama paduan aluminium dengan kapasitas besar dan multi-fungsi yang dapat isi lang. Bahannya kuat dan tahan lama, dan desain bentuknya inovatif. Produk in akan membuat kerja dan kehidupan Anda lebih mudah dan menyenangkan. Silahkan membaca petunjuk in agar dapat menggunakan produk ini dengan lebih baik. I.Ciri Khas Produk 1.Produksi in dipasang dengan baterai lithium sebesar 2800mAH di dalamnya, Baterai Lithium tidak memiliki efek memori sehingga dapat dipakai lang lebih dari 1000 kali; 2. Produksi ini menggunakan satu biji sumber cahaya sebesar 20 W yang tahan pakai dan super terang; 3.Produksi ini menggunakan cangkir lampu paduan aluminium, lebih mudah mengumpulkan cahaya dan membuang panas; transparansi lebih tinggi dan jangkauannya lebih jauh. 4. Tombol pilihan dapat mengkontrol cahaya, lampu LED mengkonsumsi listrik lebih rendah, waktu pencahayaan lebih panjang, jika dalam kondisi penuh listrik, cahaya redup dapat dipakai berlangsun TERIMAKASIH ATAS KUNJUNGAN DAN BERBELANJA DITOKO KAMI 🙏🙏🙏"
Furuyu Store,"Senter kepala mini yang super terang dengan 4 Mode : 1. XPE light 2. 4 side light 3. All bright 4. strobe Senter kepala super terang cocok di gunakan untuk hiking, camping, mountenering, dll Spesifikasi : Panjang Senter : 8.7 x 4.3cm Type Lampu : COB Power : 30watt + 10watt Cahaya : Putih Kelengkapan : Senter headlamp dan Kabel Charger"
Epicmedical,"Headlamp BT410 BISTOS akan membantu Anda fokud pada tugas yang menggunakan tangan. Headlamp BT410 BISTOS menghasilkan cahaya berwarna putih dengan sinar yang bisa disesuaikan redup/terangnya. Features: -Ultra bright LED light with high density LED -Easy to adjust head strap and angle -Extensive LED lifetime (more than 50,000 hours) -More than 4 hours of continuous use -Easy to recharge, Recharge Up to: 800 times -Illumination: 15,000 lx (at 25 cm working distance). -Color Temperature: 6,000 Kelvin. -Headband Size: 534 - 638 mm -Light type: fixed type Isi Dalam Box: - Headlamp dengan headband yang bisa disesuaikan - Dilengkapi lapisan penahan keringat di yang dikancingkan pada dahi - Lampu depan dengan mode fokus - Baterai Charge dan Adaptor 4.2V - Buku Manual - Kartu Garansi"
JJ MAKMUR ELECTRONIC,"Deskripsi produk - Senter Kepala Surya SYH L125C  - Cahaya Putih - Daya 12 watt yang sangat terang - Model minimalis, , menggunakan baterai HP, sehingga ringan di kenakan dan tetap menghasilkan terang yang maksimal - Pengisian daya menggunakan Micro USB sehingga praktis (saat pengecasan bisa menggunakan adaptor HP ataupun powerbank) - Daya baterai maximum 20 jam NB : BARANG SUDAH TES SEBELUM KIRIM. UNTUK KIRIMAN AKAN DIPAKING SEAMAN MUNGKIN"
YeYe ONLINE SHOP,"High Power Headlamp LED Cree - Black_x000D__x000D_=================================_x000D__x000D_TERMURAH!!_x000D__x000D_Semua Produk Disini ready yah gan, langsung dipilih2 saja_x000D__x000D__x000D__x000D_=================================_x000D__x000D__x000D__x000D_Informasi Produk_x000D__x000D__x000D__x000D_Headlamp dengan strap flexible yang muat berbagai ukuran kepala. LED senter menggunakan Cree yang dapat menghasilkan cahaya sangat terang. Headlamp tetap nyaman digunakan dalam sesi penggunaan yang lama._x000D__x000D__x000D__x000D_Features_x000D__x000D_Cree  LED_x000D__x000D_Headlamp ini menggunakan Cree  yang dapat menghasilkan cahaya terang dan lifetime LED yang sangat lama._x000D__x000D__x000D__x000D_90 Degree Rotation_x000D__x000D_Headlamp dapat digerakkan keatas bawah hingga 90 derajat sehingga jangkauan cahaya semakin besar._x000D__x000D__x000D__x000D_Comfortable Straps_x000D__x000D_Strap pada kepala terbuat dari bahan kain yang halus dan kuat. Sehingga kepala Anda tidak sakit namun tetap kuat menahan beban lampu saat Anda sedang bergerak._x000D__x000D__x000D__x000D_Aero Grade Aluminum Body_x000D__x000D_Seluruh badan senter dibuat dengan bahan aero grade aluminum yang membuat senter LED ini memiliki cooling sistem yang lebih dingin dibanding senter lain._x000D__x000D_Spesifikasi Produk_x000D__x000D_Tipe Baterai  2 X 18650_x000D__x000D_Material  Aircraft Grade Aluminum Alloy coated Mineral Glass"
LuckyCuan93,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
Sanic 828,"Lampu Depan LED Memancing Lampu Sepeda COB 3 Mode Tahan Air sangat cerah camping Note : HARGA BELUM TERMASUK BATERAI Mode: Sorot, cahaya redup, berkedip Ukuran: 6.5*4.5 cm Dukungan daya : AAA * 3 Buah Aplikasi: memancing, olahraga luar ruangan, bersepeda, mendaki, berkemah"
TOKOFAME,"Headlamp ini didesain dengan bentuk yang mini dan dapat diikatkan di kepala Anda. Sangat berguna untukmembantu penerangan saat penelusuran di tempat gelap dan minim cahaya. Hadir dengan 3 mode pencahayaan yang dapat Anda atur sesuai kebutuhan. Fitur  - 3 Mode Senter  Terdapat 3 mode pencahayaan lampu yang dapat Anda gunakan untuk menerangi perjalanan Anda dimalam hari atau di tempat gelap.  - Pengaturan Strap Kepala  Ikatan kepala dari Headlamp LED flashlight ini dapat diatur menyesuaikan dengan bentuk kepala Anda.  - Baterai AAA  Anda dapat menggunakan baterai AAA untuk penjelajahan yang lebih lama dengan headlamp ini, Anda bisa mengkombinasikan kapasitas baterai agar dapat digunakan dalam jangka waktu yang lama.  - Tahan Air  Senter kepala ini anti air, Anda dapat menggunakannya di daerah yang berair ataupun ketika hujan.     Kelengkapan Produk 1 x Headlamp Flashlight Waterproof LED 3 Modes COB Headlight 1 x Tali     Spesifikasi Produk Lumens 400 Lumens  Tipe Baterai 3 x AAA (baterai tidak termasuk)  Dimensi Tali: 38 x 25 cm Lampu: 6.5 x 4.5 x 3 cm  Lain-lain Daya: 3 W"
GrosirCenter88,"Lampu dengan 3 mode pencahayaan, Headlamp ini berbentuk mini dan dapat di ikatkan di kepala Anda, membantu penelusuran di tempat gelap, dan perjalanan di malam hari.Fitur COB LED Headlamp ini menggunakan LED COB yang dapat menghasilkan cahaya terang dan soft. 3 Mode Cahaya Terdapat 3 mode pencahayaan lampu yang dapat Anda gunakan untuk menerangi perjalanan Anda dimalam hari atau di tempat gelap. Adjustable Headstrap Ikatan kepala dari Headlamp LED flashlight ini dapat diatur menyesuaikan dengan bentuk kepala Anda. Isi Ulang Menggunakan USB Senter LED ini hanya menggunakan baterai isi ulang sehingga sangat hemat energy dan diisi ulang hanya dengan mencolok kabel USB pada body senter. Waterproof IPX4 Senter kepala ini anti air, Anda dapat menggunakannya di daerah yang lembab ataupun ketika hujan. Kelengkapan Produk 1 x Pocketman Senter LED Kepala Headlamp USB Rechargeable Waterproof COB 800 Lumens - TM-G14 Spesifikasi Pocketman Senter LED Kepala Headlamp Waterproof COB 800Lumens - TM-G14 Tipe LED : COB Lumens : 800 Lumens Kapasitas Baterai : Built-in Lithium Battery 1200mAh Material : ABS Dimensi : 14 x 2 x 4.7 cm"
EVOLUTION 21,"Senter Kepala Headlamp Flashlight Waterproof LED 3 Modes COB Headlight Ready Stock Siap Kirim Dalam & Luar Kota Siap Kirim Gosend / Grab Headlamp ini didesain dengan bentuk yang mini dan dapat diikatkan di kepala Anda. Sangat berguna untuk membantu penerangan saat penelusuran di tempat gelap dan minim cahaya. Hadir dengan 3 mode pencahayaan yang dapat Anda atur sesuai kebutuhan.  Terdapat 3 mode pencahayaan lampu yang dapat Anda gunakan untuk menerangi perjalanan Anda dimalam hari atau di tempat gelap. Pengaturan Strap Kepala Ikatan kepala dari Headlamp LED flashlight ini dapat diatur menyesuaikan dengan bentuk kepala Anda. Baterai AAA Anda dapat menggunakan baterai AAA untuk penjelajahan yang lebih lama dengan headlamp ini, Anda bisa mengkombinasikan kapasitas baterai agar dapat digunakan dalam jangka waktu yang lama. Senter kepala ini anti air, Anda dapat menggunakannya di daerah yang berair ataupun ketika hujan. Rincian yang Anda dapatkan untuk pembelian produk ini:     1 x TaffLED Headlamp Flashlight Waterproof LED 3 Modes COB Headlight - CH-2016     1 x Tali Spesifikasi Lumens : 400 Lumens Tipe Baterai	: 3 x AAA ( baterai tidak termasuk ) Dimensi	 Tali: 38 x 25 cm Lampu: 6.5 x 4.5 x 3 cm Daya: 3 W"
